Start Date,End Date,Group,Year,Month,State,Place of Death,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths"
03/01/2023,03/31/2023,By Month,2023,3,Utah,"Healthcare setting, inpatient",12,216,36,0,0,42
03/01/2023,03/31/2023,By Month,2023,3,California,"Healthcare setting, outpatient or emergency room",19,955,45,0,0,58
03/01/2023,03/31/2023,By Month,2023,3,Rhode Island,Hospice facility,23,113,10,0,0,13
03/01/2023,03/31/2023,By Month,2023,3,Vermont,"Healthcare setting, inpatient",23,111,13,0,0,13
03/01/2023,03/31/2023,By Month,2023,3,New York,Other,23,211,28,0,0,41
03/01/2023,03/31/2023,By Month,2023,3,Wisconsin,Other,13,733,10,0,0,21
03/01/2023,03/31/2023,By Month,2023,3,Nevada,"Healthcare setting, inpatient",38,654,133,28,0,146
03/01/2023,03/31/2023,By Month,2023,3,Washington,Total - All Places of Death,138,5086,288,58,0,372
03/01/2023,03/31/2023,By Month,2023,3,New York City,Other,23,107,0,0,0,41
03/01/2023,03/31/2023,By Month,2023,3,Ohio,Total - All Places of Death,306,9082,459,96,0,672
03/01/2023,03/31/2023,By Month,2023,3,Mississippi,Nursing home/long term care facility,13,345,28,0,0,20
03/01/2023,03/31/2023,By Month,2023,3,Rhode Island,Place of death unknown,0,0,0,0,0,0
03/01/2023,03/31/2023,By Month,2023,3,Massachusetts,Hospice facility,23,261,10,0,0,14
03/01/2023,03/31/2023,By Month,2023,3,Rhode Island,Other,0,39,28,0,0,41
03/01/2023,03/31/2023,By Month,2023,3,Missouri,Hospice facility,23,249,11,0,0,15
03/01/2023,03/31/2023,By Month,2023,3,Maryland,Decedent's home,19,1401,18,0,0,35
03/01/2023,03/31/2023,By Month,2023,3,Louisiana,Place of death unknown,0,0,0,0,0,0
03/01/2023,03/31/2023,By Month,2023,3,Rhode Island,"Healthcare setting, dead on arrival",0,412,0,0,0,0
03/01/2023,03/31/2023,By Month,2023,3,New Hampshire,Place of death unknown,0,412,0,0,0,0
03/01/2023,03/31/2023,By Month,2023,3,Rhode Island,Decedent's home,23,222,0,0,0,41
04/01/2020,04/30/2020,By Month,2020,4,New Jersey,"Healthcare setting, inpatient",5573,7493,3659,3226,15,6013
04/01/2020,04/30/2020,By Month,2020,4,Arkansas,Decedent's home,23,949,17,0,0,18
04/01/2020,04/30/2020,By Month,2020,4,Oklahoma,Place of death unknown,0,0,0,0,0,0
04/01/2020,04/30/2020,By Month,2020,4,Hawaii,"Healthcare setting, inpatient",15,248,41,0,0,51
04/01/2020,04/30/2020,By Month,2020,4,Montana,Other,0,34,28,0,0,41
04/01/2020,04/30/2020,By Month,2020,4,Louisiana,"Healthcare setting, inpatient",1188,2094,697,560,0,1327
04/01/2020,04/30/2020,By Month,2020,4,New Mexico,Total - All Places of Death,164,1757,177,77,0,264
04/01/2020,04/30/2020,By Month,2020,4,Connecticut,Other,67,270,28,0,0,70
04/01/2020,04/30/2020,By Month,2020,4,Oregon,Nursing home/long term care facility,34,657,40,10,0,65
04/01/2020,04/30/2020,By Month,2020,4,Nebraska,"Healthcare setting, inpatient",41,348,70,12,0,101
04/01/2020,04/30/2020,By Month,2020,4,Ohio,"Healthcare setting, dead on arrival",0,22,28,0,0,41
04/01/2020,04/30/2020,By Month,2020,4,Alaska,Other,0,27,0,0,0,0
04/01/2020,04/30/2020,By Month,2020,4,Ohio,Total - All Places of Death,1063,11527,1037,458,23,1664
04/01/2020,04/30/2020,By Month,2020,4,Kansas,Nursing home/long term care facility,29,621,33,0,0,55
04/01/2020,04/30/2020,By Month,2020,4,Vermont,"Healthcare setting, dead on arrival",0,412,0,0,0,0
04/01/2020,04/30/2020,By Month,2020,4,Nevada,Other,0,109,28,0,0,41
04/01/2020,04/30/2020,By Month,2020,4,Vermont,Nursing home/long term care facility,20,144,28,0,0,27
04/01/2020,04/30/2020,By Month,2020,4,Utah,Hospice facility,0,0,0,0,0,0
04/01/2020,04/30/2020,By Month,2020,4,Nebraska,"Healthcare setting, outpatient or emergency room",23,82,28,0,0,41
04/01/2020,04/30/2020,By Month,2020,4,California,Place of death unknown,0,0,0,0,0,0
04/01/2020,04/30/2020,By Month,2020,4,New Mexico,Other,23,153,28,0,0,41
04/01/2020,04/30/2020,By Month,2020,4,South Carolina,"Healthcare setting, dead on arrival",0,412,0,0,0,0
04/01/2020,04/30/2020,By Month,2020,4,Kansas,Place of death unknown,0,0,0,0,0,0
04/01/2020,04/30/2020,By Month,2020,4,Michigan,Decedent's home,170,4115,111,43,0,241
04/01/2020,04/30/2020,By Month,2020,4,New Hampshire,"Healthcare setting, outpatient or emergency room",23,44,0,0,0,41
04/01/2020,04/30/2020,By Month,2020,4,Montana,Decedent's home,0,315,28,0,0,41
04/01/2020,04/30/2020,By Month,2020,4,Rhode Island,Other,23,18,0,0,0,41
04/01/2020,04/30/2020,By Month,2020,4,North Dakota,"Healthcare setting, inpatient",15,224,46,0,0,54
04/01/2020,04/30/2020,By Month,2020,4,Connecticut,"Healthcare setting, inpatient",1247,1894,471,367,0,1352
04/01/2020,04/30/2020,By Month,2020,4,Vermont,Hospice facility,0,28,28,0,0,41
04/01/2020,04/30/2020,By Month,2020,4,Rhode Island,"Healthcare setting, dead on arrival",0,412,0,0,0,0
04/01/2020,04/30/2020,By Month,2020,4,Hawaii,"Healthcare setting, outpatient or emergency room",0,59,28,0,0,41
04/01/2020,04/30/2020,By Month,2020,4,New Mexico,Hospice facility,0,39,28,0,0,41
04/01/2020,04/30/2020,By Month,2020,4,Iowa,Place of death unknown,0,0,0,0,0,0
04/01/2020,04/30/2020,By Month,2020,4,Pennsylvania,Hospice facility,45,578,57,25,0,77
04/01/2020,04/30/2020,By Month,2020,4,Missouri,Total - All Places of Death,460,6045,453,155,0,765
04/01/2020,04/30/2020,By Month,2020,4,Missouri,Place of death unknown,0,0,0,0,0,0
04/01/2021,04/30/2021,By Month,2021,4,Kansas,Other,23,117,28,0,0,41
04/01/2021,04/30/2021,By Month,2021,4,Kansas,"Healthcare setting, dead on arrival",0,412,0,0,0,0
04/01/2021,04/30/2021,By Month,2021,4,Alabama,Hospice facility,23,194,28,0,0,10
04/01/2021,04/30/2021,By Month,2021,4,Texas,"Healthcare setting, inpatient",1069,6334,1373,724,0,1723
04/01/2021,04/30/2021,By Month,2021,4,New York,Decedent's home,101,3081,57,16,0,143
04/01/2021,04/30/2021,By Month,2021,4,New Jersey,"Healthcare setting, inpatient",821,2704,694,501,0,1014
04/01/2021,04/30/2021,By Month,2021,4,Kansas,Decedent's home,15,803,13,0,0,26
04/01/2021,04/30/2021,By Month,2021,4,Montana,"Healthcare setting, inpatient",19,258,35,14,0,40
04/01/2021,04/30/2021,By Month,2021,4,Wyoming,"Healthcare setting, dead on arrival",0,412,0,0,0,0
04/01/2021,04/30/2021,By Month,2021,4,New Mexico,"Healthcare setting, dead on arrival",0,412,0,0,0,0
04/01/2021,04/30/2021,By Month,2021,4,South Carolina,Place of death unknown,0,0,0,0,0,0
04/01/2021,04/30/2021,By Month,2021,4,Arkansas,"Healthcare setting, outpatient or emergency room",23,193,28,0,0,41
04/01/2021,04/30/2021,By Month,2021,4,Minnesota,"Healthcare setting, dead on arrival",23,412,0,0,0,41
04/01/2021,04/30/2021,By Month,2021,4,Georgia,"Healthcare setting, inpatient",346,2361,438,217,0,567
04/01/2021,04/30/2021,By Month,2021,4,Wisconsin,"Healthcare setting, outpatient or emergency room",23,155,28,0,0,41
04/01/2021,04/30/2021,By Month,2021,4,Washington,Total - All Places of Death,232,5191,337,140,0,429
04/01/2021,04/30/2021,By Month,2021,4,Minnesota,Other,23,195,28,0,0,41
04/01/2021,04/30/2021,By Month,2021,4,Maryland,"Healthcare setting, outpatient or emergency room",16,325,28,0,0,19
04/01/2021,04/30/2021,By Month,2021,4,Oregon,"Healthcare setting, inpatient",70,818,99,32,0,137
04/01/2021,04/30/2021,By Month,2021,4,Minnesota,Decedent's home,36,1362,30,0,0,58
04/01/2021,04/30/2021,By Month,2021,4,Kansas,"Healthcare setting, outpatient or emergency room",23,63,28,0,0,41
04/01/2021,04/30/2021,By Month,2021,4,Alabama,Decedent's home,25,2027,17,0,0,40
04/01/2021,04/30/2021,By Month,2021,4,Illinois,"Healthcare setting, inpatient",543,2875,668,397,0,814
04/01/2021,04/30/2021,By Month,2021,4,Arkansas,Hospice facility,23,272,13,0,0,17
04/01/2021,04/30/2021,By Month,2021,4,Montana,Total - All Places of Death,33,905,44,15,0,62
04/01/2021,04/30/2021,By Month,2021,4,Idaho,Hospice facility,23,62,28,0,0,41
04/01/2021,04/30/2021,By Month,2021,4,New Jersey,Hospice facility,18,219,24,12,0,30
04/01/2021,04/30/2021,By Month,2021,4,New Hampshire,Place of death unknown,0,0,0,0,0,0
04/01/2021,04/30/2021,By Month,2021,4,Ohio,Hospice facility,54,1019,72,30,0,96
04/01/2021,04/30/2021,By Month,2021,4,Pennsylvania,Other,17,616,28,0,0,19
04/01/2021,04/30/2021,By Month,2021,4,New Hampshire,"Healthcare setting, inpatient",19,278,39,14,0,44
04/01/2021,04/30/2021,By Month,2021,4,Ohio,Place of death unknown,0,412,0,0,0,0
04/01/2021,04/30/2021,By Month,2021,4,Iowa,Nursing home/long term care facility,18,638,19,0,0,33
04/01/2021,04/30/2021,By Month,2021,4,Puerto Rico,Nursing home/long term care facility,0,239,28,0,0,41
04/01/2022,04/30/2022,By Month,2022,4,Oregon,Other,23,320,28,0,0,11
04/01/2022,04/30/2022,By Month,2022,4,New York City,Total - All Places of Death,118,4258,310,36,0,396
04/01/2022,04/30/2022,By Month,2022,4,Connecticut,Hospice facility,23,101,28,0,0,41
04/01/2022,04/30/2022,By Month,2022,4,Washington,Other,23,399,28,0,0,15
04/01/2022,04/30/2022,By Month,2022,4,Kansas,"Healthcare setting, inpatient",19,599,59,10,0,72
04/01/2022,04/30/2022,By Month,2022,4,North Carolina,"Healthcare setting, inpatient",86,2193,318,51,0,358
04/01/2022,04/30/2022,By Month,2022,4,New Jersey,"Healthcare setting, dead on arrival",0,412,0,0,0,0
04/01/2022,04/30/2022,By Month,2022,4,Oklahoma,Other,23,205,28,0,0,41
04/01/2022,04/30/2022,By Month,2022,4,South Carolina,"Healthcare setting, inpatient",46,1164,163,23,0,189
04/01/2022,04/30/2022,By Month,2022,4,Tennessee,Hospice facility,23,297,11,0,0,15
04/01/2022,04/30/2022,By Month,2022,4,Kansas,"Healthcare setting, dead on arrival",0,412,0,0,0,0
04/01/2022,04/30/2022,By Month,2022,4,Oregon,"Healthcare setting, inpatient",43,917,113,24,0,134
04/01/2022,04/30/2022,By Month,2022,4,Nebraska,Hospice facility,23,57,28,0,0,41
04/01/2022,04/30/2022,By Month,2022,4,Alaska,"Healthcare setting, dead on arrival",0,0,0,0,0,0
04/01/2022,04/30/2022,By Month,2022,4,Vermont,Nursing home/long term care facility,23,104,28,0,0,11
04/01/2022,04/30/2022,By Month,2022,4,Wyoming,"Healthcare setting, dead on arrival",0,0,0,0,0,0
04/01/2022,04/30/2022,By Month,2022,4,Idaho,Total - All Places of Death,20,1291,59,0,0,74
04/01/2022,04/30/2022,By Month,2022,4,California,Nursing home/long term care facility,55,1810,92,10,0,137
04/01/2022,04/30/2022,By Month,2022,4,West Virginia,Other,23,104,28,0,0,41
04/01/2022,04/30/2022,By Month,2022,4,Puerto Rico,Decedent's home,23,895,11,0,0,18
04/01/2022,04/30/2022,By Month,2022,4,Montana,Hospice facility,23,39,28,0,0,41
04/01/2022,04/30/2022,By Month,2022,4,Puerto Rico,"Healthcare setting, outpatient or emergency room",23,147,28,0,0,10
04/01/2022,04/30/2022,By Month,2022,4,Florida,"Healthcare setting, outpatient or emergency room",13,1208,38,0,0,50
04/01/2022,04/30/2022,By Month,2022,4,Texas,"Healthcare setting, dead on arrival",23,13,0,0,0,41
04/01/2022,04/30/2022,By Month,2022,4,New Hampshire,"Healthcare setting, dead on arrival",0,412,0,0,0,0
04/01/2022,04/30/2022,By Month,2022,4,New York City,Nursing home/long term care facility,14,603,16,0,0,30
04/01/2022,04/30/2022,By Month,2022,4,Connecticut,"Healthcare setting, outpatient or emergency room",23,158,28,0,0,41
04/01/2022,04/30/2022,By Month,2022,4,Rhode Island,Decedent's home,23,227,28,0,0,41
04/01/2022,04/30/2022,By Month,2022,4,North Carolina,Place of death unknown,0,0,0,0,0,0
04/01/2022,04/30/2022,By Month,2022,4,Nebraska,Place of death unknown,0,0,0,0,0,0
04/01/2022,04/30/2022,By Month,2022,4,South Carolina,"Healthcare setting, dead on arrival",0,0,0,0,0,0
04/01/2022,04/30/2022,By Month,2022,4,Delaware,Total - All Places of Death,25,874,50,10,0,68
04/01/2022,04/30/2022,By Month,2022,4,Tennessee,Total - All Places of Death,172,6648,398,59,0,519
04/01/2022,04/30/2022,By Month,2022,4,District of Columbia,"Healthcare setting, dead on arrival",0,0,0,0,0,0
04/01/2022,04/30/2022,By Month,2022,4,Vermont,"Healthcare setting, dead on arrival",0,412,0,0,0,0
04/01/2023,04/08/2023,By Month,2023,4,New York City,Decedent's home,23,294,28,0,0,41
04/01/2023,04/08/2023,By Month,2023,4,Kentucky,"Healthcare setting, dead on arrival",0,0,0,0,0,0
04/01/2023,04/08/2023,By Month,2023,4,Florida,Total - All Places of Death,31,1877,89,13,0,108
04/01/2023,04/08/2023,By Month,2023,4,Nebraska,"Healthcare setting, outpatient or emergency room",0,412,0,0,0,0
04/01/2023,04/08/2023,By Month,2023,4,Alaska,Place of death unknown,0,0,0,0,0,0
04/01/2023,04/08/2023,By Month,2023,4,Idaho,Place of death unknown,0,0,0,0,0,0
04/01/2023,04/08/2023,By Month,2023,4,United States,Total - All Places of Death,557,22309,1382,198,12,1752
04/01/2023,04/08/2023,By Month,2023,4,Maryland,Nursing home/long term care facility,23,102,28,0,0,13
04/01/2023,04/08/2023,By Month,2023,4,New Hampshire,Decedent's home,0,63,0,0,0,0
04/01/2023,04/08/2023,By Month,2023,4,Nevada,Place of death unknown,0,0,0,0,0,0
04/01/2023,04/08/2023,By Month,2023,4,District of Columbia,Nursing home/long term care facility,0,0,0,0,0,0
04/01/2023,04/08/2023,By Month,2023,4,Colorado,Place of death unknown,0,0,0,0,0,0
04/01/2023,04/08/2023,By Month,2023,4,Alaska,Decedent's home,0,412,0,0,0,0
04/01/2023,04/08/2023,By Month,2023,4,District of Columbia,"Healthcare setting, dead on arrival",0,0,0,0,0,0
04/01/2023,04/08/2023,By Month,2023,4,Mississippi,Hospice facility,23,14,28,0,0,41
04/01/2023,04/08/2023,By Month,2023,4,Pennsylvania,Decedent's home,23,555,28,0,0,13
04/01/2023,04/08/2023,By Month,2023,4,Wisconsin,Decedent's home,0,130,28,0,0,41
04/01/2023,04/08/2023,By Month,2023,4,Hawaii,Nursing home/long term care facility,0,412,0,0,0,0
04/01/2023,04/08/2023,By Month,2023,4,New Jersey,Total - All Places of Death,17,927,45,0,0,60
04/01/2023,04/08/2023,By Month,2023,4,Florida,"Healthcare setting, dead on arrival",0,0,0,0,0,0
04/01/2023,04/08/2023,By Month,2023,4,Maryland,"Healthcare setting, inpatient",23,123,30,0,0,32
04/01/2023,04/08/2023,By Month,2023,4,Nevada,Nursing home/long term care facility,0,0,0,0,0,0
04/01/2023,04/08/2023,By Month,2023,4,Arkansas,Hospice facility,0,48,0,0,0,0
04/01/2023,04/08/2023,By Month,2023,4,Iowa,"Healthcare setting, dead on arrival",0,0,0,0,0,0
04/01/2023,04/08/2023,By Month,2023,4,Minnesota,Place of death unknown,0,0,0,0,0,0
04/01/2023,04/08/2023,By Month,2023,4,Maine,Place of death unknown,0,0,0,0,0,0
05/01/2020,05/31/2020,By Month,2020,5,Connecticut,"Healthcare setting, dead on arrival",23,35,0,0,0,41
05/01/2020,05/31/2020,By Month,2020,5,Massachusetts,"Healthcare setting, dead on arrival",0,40,0,0,0,0
05/01/2020,05/31/2020,By Month,2020,5,Florida,Decedent's home,27,6030,106,10,0,124
05/01/2020,05/31/2020,By Month,2020,5,Georgia,Other,23,529,28,0,0,13
05/01/2020,05/31/2020,By Month,2020,5,New Jersey,Nursing home/long term care facility,984,2099,399,312,0,1071
05/01/2020,05/31/2020,By Month,2020,5,Pennsylvania,"Healthcare setting, dead on arrival",0,44,28,0,0,41
05/01/2020,05/31/2020,By Month,2020,5,Kentucky,Decedent's home,23,1589,43,0,0,47
05/01/2020,05/31/2020,By Month,2020,5,New York City,"Healthcare setting, dead on arrival",23,26,0,0,0,41
05/01/2020,05/31/2020,By Month,2020,5,Kansas,Decedent's home,10,846,16,0,0,27
05/01/2020,05/31/2020,By Month,2020,5,District of Columbia,"Healthcare setting, dead on arrival",0,0,0,0,0,0
05/01/2020,05/31/2020,By Month,2020,5,Arkansas,Nursing home/long term care facility,16,412,15,0,0,31
05/01/2020,05/31/2020,By Month,2020,5,United States,"Healthcare setting, inpatient",22405,80176,20289,12064,70,30684
05/01/2020,05/31/2020,By Month,2020,5,Florida,"Healthcare setting, dead on arrival",0,20,0,0,0,0
05/01/2020,05/31/2020,By Month,2020,5,Maine,Hospice facility,0,118,28,0,0,41
05/01/2020,05/31/2020,By Month,2020,5,New York,Other,56,315,15,13,0,58
05/01/2020,05/31/2020,By Month,2020,5,Nevada,Nursing home/long term care facility,23,268,10,0,0,13
05/01/2020,05/31/2020,By Month,2020,5,Missouri,"Healthcare setting, outpatient or emergency room",11,307,16,0,0,24
05/01/2020,05/31/2020,By Month,2020,5,Vermont,Hospice facility,0,21,0,0,0,0
05/01/2020,05/31/2020,By Month,2020,5,Indiana,Decedent's home,31,2261,48,0,0,77
05/01/2020,05/31/2020,By Month,2020,5,Indiana,Other,23,334,28,0,0,10
05/01/2020,05/31/2020,By Month,2020,5,Vermont,"Healthcare setting, dead on arrival",0,412,0,0,0,0
05/01/2020,05/31/2020,By Month,2020,5,Georgia,"Healthcare setting, inpatient",491,2311,457,257,0,695
05/01/2020,05/31/2020,By Month,2020,5,New York City,"Healthcare setting, inpatient",2227,3685,1177,951,0,2453
05/01/2020,05/31/2020,By Month,2020,5,West Virginia,Other,0,128,28,0,0,41
05/01/2020,05/31/2020,By Month,2020,5,Missouri,Decedent's home,23,2116,28,0,0,36
05/01/2020,05/31/2020,By Month,2020,5,New York City,Decedent's home,178,1890,33,23,0,191
05/01/2020,05/31/2020,By Month,2020,5,Washington,Nursing home/long term care facility,83,844,49,24,0,108
05/01/2020,05/31/2020,By Month,2020,5,Virginia,"Healthcare setting, outpatient or emergency room",21,318,20,0,0,34
05/01/2020,05/31/2020,By Month,2020,5,Massachusetts,Other,98,444,17,10,0,105
05/01/2020,05/31/2020,By Month,2020,5,Iowa,"Healthcare setting, dead on arrival",0,412,0,0,0,0
05/01/2020,05/31/2020,By Month,2020,5,South Dakota,"Healthcare setting, dead on arrival",0,0,0,0,0,0
05/01/2020,05/31/2020,By Month,2020,5,New Hampshire,Total - All Places of Death,190,1202,101,61,0,230
05/01/2020,05/31/2020,By Month,2020,5,Kentucky,"Healthcare setting, outpatient or emergency room",23,324,12,0,0,18
05/01/2020,05/31/2020,By Month,2020,5,South Carolina,Decedent's home,23,1894,35,0,0,40
05/01/2020,05/31/2020,By Month,2020,5,Puerto Rico,Total - All Places of Death,35,2487,256,21,0,276
05/01/2021,05/31/2021,By Month,2021,5,United States,Hospice facility,473,17163,965,217,2,1223
05/01/2021,05/31/2021,By Month,2021,5,Michigan,Total - All Places of Death,1313,9484,1132,796,0,1649
05/01/2021,05/31/2021,By Month,2021,5,Oklahoma,"Healthcare setting, outpatient or emergency room",10,263,28,0,0,13
05/01/2021,05/31/2021,By Month,2021,5,Massachusetts,Place of death unknown,0,0,0,0,0,0
05/01/2021,05/31/2021,By Month,2021,5,Kansas,Total - All Places of Death,84,2284,136,32,0,189
05/01/2021,05/31/2021,By Month,2021,5,North Carolina,"Healthcare setting, outpatient or emergency room",12,419,13,0,0,22
05/01/2021,05/31/2021,By Month,2021,5,Massachusetts,Nursing home/long term care facility,16,807,33,0,0,46
05/01/2021,05/31/2021,By Month,2021,5,New Mexico,Nursing home/long term care facility,23,221,28,0,0,11
05/01/2021,05/31/2021,By Month,2021,5,New York,Hospice facility,19,619,53,0,0,66
05/01/2021,05/31/2021,By Month,2021,5,Georgia,Total - All Places of Death,387,8098,497,204,0,680
05/01/2021,05/31/2021,By Month,2021,5,Kentucky,"Healthcare setting, outpatient or emergency room",23,318,28,0,0,11
05/01/2021,05/31/2021,By Month,2021,5,Florida,Decedent's home,77,6016,116,36,0,157
05/01/2021,05/31/2021,By Month,2021,5,Kentucky,Nursing home/long term care facility,20,522,13,0,0,32
05/01/2021,05/31/2021,By Month,2021,5,Louisiana,Decedent's home,26,1659,30,0,0,47
05/01/2021,05/31/2021,By Month,2021,5,Connecticut,Hospice facility,23,123,28,0,0,41
05/01/2021,05/31/2021,By Month,2021,5,Nevada,Place of death unknown,0,412,0,0,0,0
05/01/2021,05/31/2021,By Month,2021,5,New York,Total - All Places of Death,527,8682,787,240,0,1075
05/01/2021,05/31/2021,By Month,2021,5,Alaska,"Healthcare setting, inpatient",23,139,24,18,0,29
05/01/2021,05/31/2021,By Month,2021,5,Louisiana,"Healthcare setting, outpatient or emergency room",23,287,12,0,0,18
05/01/2021,05/31/2021,By Month,2021,5,South Carolina,Decedent's home,33,1851,24,0,0,52
05/01/2021,05/31/2021,By Month,2021,5,California,"Healthcare setting, inpatient",451,6942,1183,300,0,1336
05/01/2021,05/31/2021,By Month,2021,5,Montana,Place of death unknown,0,0,0,0,0,0
05/01/2021,05/31/2021,By Month,2021,5,Ohio,"Healthcare setting, inpatient",371,2894,488,227,0,633
05/01/2021,05/31/2021,By Month,2021,5,Minnesota,"Healthcare setting, dead on arrival",23,412,0,0,0,41
05/01/2021,05/31/2021,By Month,2021,5,Colorado,Hospice facility,23,306,10,0,0,15
05/01/2021,05/31/2021,By Month,2021,5,Wisconsin,"Healthcare setting, inpatient",128,1114,166,64,0,230
05/01/2021,05/31/2021,By Month,2021,5,North Carolina,Total - All Places of Death,518,9016,685,294,0,911
05/01/2021,05/31/2021,By Month,2021,5,Texas,Hospice facility,18,942,68,0,0,78
05/01/2021,05/31/2021,By Month,2021,5,Utah,Place of death unknown,0,0,0,0,0,0
05/01/2021,05/31/2021,By Month,2021,5,Maryland,Total - All Places of Death,333,4558,337,140,0,530
05/01/2021,05/31/2021,By Month,2021,5,Utah,Total - All Places of Death,62,1762,89,28,0,123
05/01/2022,05/31/2022,By Month,2022,5,Illinois,Other,18,679,28,0,0,24
05/01/2022,05/31/2022,By Month,2022,5,Alabama,"Healthcare setting, dead on arrival",0,412,0,0,0,0
05/01/2022,05/31/2022,By Month,2022,5,Pennsylvania,Other,23,543,28,0,0,41
05/01/2022,05/31/2022,By Month,2022,5,Virginia,Place of death unknown,0,412,0,0,0,0
05/01/2022,05/31/2022,By Month,2022,5,Utah,Decedent's home,23,758,12,0,0,17
05/01/2022,05/31/2022,By Month,2022,5,Arizona,Other,10,677,15,0,0,23
05/01/2022,05/31/2022,By Month,2022,5,Minnesota,Hospice facility,23,135,28,0,0,11
05/01/2022,05/31/2022,By Month,2022,5,Montana,"Healthcare setting, dead on arrival",0,412,0,0,0,0
05/01/2022,05/31/2022,By Month,2022,5,Illinois,Decedent's home,44,3280,41,11,0,75
05/01/2022,05/31/2022,By Month,2022,5,United States,Hospice facility,474,16770,891,144,22,1242
05/01/2022,05/31/2022,By Month,2022,5,Colorado,"Healthcare setting, outpatient or emergency room",23,143,28,0,0,41
05/01/2022,05/31/2022,By Month,2022,5,Georgia,Place of death unknown,0,0,0,0,0,0
05/01/2022,05/31/2022,By Month,2022,5,Massachusetts,Hospice facility,23,236,15,0,0,21
05/01/2022,05/31/2022,By Month,2022,5,Nevada,Place of death unknown,0,0,0,0,0,0
05/01/2022,05/31/2022,By Month,2022,5,South Carolina,"Healthcare setting, inpatient",40,1245,164,20,0,191
05/01/2022,05/31/2022,By Month,2022,5,Montana,Hospice facility,23,52,28,0,0,41
05/01/2022,05/31/2022,By Month,2022,5,Kentucky,Total - All Places of Death,168,4281,356,56,0,473
05/01/2022,05/31/2022,By Month,2022,5,Virginia,Decedent's home,37,2330,34,0,0,64
05/01/2022,05/31/2022,By Month,2022,5,Tennessee,Place of death unknown,0,0,0,0,0,0
05/01/2022,05/31/2022,By Month,2022,5,Vermont,Nursing home/long term care facility,17,124,28,0,0,20
05/01/2022,05/31/2022,By Month,2022,5,Illinois,"Healthcare setting, outpatient or emergency room",17,659,24,0,0,36
05/01/2022,05/31/2022,By Month,2022,5,New Mexico,Decedent's home,16,800,10,0,0,25
05/01/2022,05/31/2022,By Month,2022,5,Florida,Other,47,2022,69,17,0,100
05/01/2022,05/31/2022,By Month,2022,5,Alabama,"Healthcare setting, inpatient",28,1302,176,0,0,195
05/01/2022,05/31/2022,By Month,2022,5,Ohio,"Healthcare setting, dead on arrival",0,39,28,0,0,41
05/01/2022,05/31/2022,By Month,2022,5,New York City,Place of death unknown,0,0,0,0,0,0
05/01/2022,05/31/2022,By Month,2022,5,Ohio,"Healthcare setting, inpatient",96,2653,299,42,0,360
05/01/2022,05/31/2022,By Month,2022,5,Wyoming,Other,23,41,0,0,0,41
05/01/2022,05/31/2022,By Month,2022,5,Missouri,"Healthcare setting, outpatient or emergency room",23,336,28,0,0,15
05/01/2022,05/31/2022,By Month,2022,5,Nebraska,Hospice facility,23,65,28,0,0,41
06/01/2020,06/30/2020,By Month,2020,6,Florida,Total - All Places of Death,1083,18806,1507,548,0,2043
06/01/2020,06/30/2020,By Month,2020,6,Ohio,Other,23,575,28,0,0,41
06/01/2020,06/30/2020,By Month,2020,6,California,Decedent's home,136,9573,156,23,0,270
06/01/2020,06/30/2020,By Month,2020,6,Kansas,Other,0,142,28,0,0,41
06/01/2020,06/30/2020,By Month,2020,6,Hawaii,Place of death unknown,0,0,0,0,0,0
06/01/2020,06/30/2020,By Month,2020,6,Michigan,Total - All Places of Death,302,8271,475,122,0,655
06/01/2020,06/30/2020,By Month,2020,6,United States,Hospice facility,696,15480,1062,292,2,1468
06/01/2020,06/30/2020,By Month,2020,6,Missouri,"Healthcare setting, inpatient",97,1454,198,41,0,255
06/01/2020,06/30/2020,By Month,2020,6,Missouri,Decedent's home,23,1978,29,0,0,35
06/01/2020,06/30/2020,By Month,2020,6,Tennessee,Place of death unknown,0,0,0,0,0,0
06/01/2020,06/30/2020,By Month,2020,6,North Dakota,Other,0,28,0,0,0,0
06/01/2020,06/30/2020,By Month,2020,6,Virginia,Other,0,460,0,0,0,0
06/01/2020,06/30/2020,By Month,2020,6,Virginia,Total - All Places of Death,395,5986,353,139,0,609
06/01/2020,06/30/2020,By Month,2020,6,Tennessee,Total - All Places of Death,213,6548,431,71,0,576
06/01/2020,06/30/2020,By Month,2020,6,Alaska,Hospice facility,0,0,0,0,0,0
06/01/2020,06/30/2020,By Month,2020,6,Massachusetts,Decedent's home,23,1561,37,0,0,55
06/01/2020,06/30/2020,By Month,2020,6,Mississippi,Hospice facility,23,136,28,0,0,41
06/01/2020,06/30/2020,By Month,2020,6,Texas,"Healthcare setting, inpatient",1026,5889,1215,543,0,1699
06/01/2020,06/30/2020,By Month,2020,6,Wyoming,"Healthcare setting, dead on arrival",0,412,0,0,0,0
06/01/2020,06/30/2020,By Month,2020,6,Indiana,"Healthcare setting, outpatient or emergency room",23,264,11,0,0,15
06/01/2020,06/30/2020,By Month,2020,6,Maryland,Decedent's home,22,1526,30,0,0,47
06/01/2020,06/30/2020,By Month,2020,6,Virginia,Decedent's home,21,2313,23,0,0,42
06/01/2020,06/30/2020,By Month,2020,6,Arkansas,Nursing home/long term care facility,31,392,10,0,0,37
